"NNSIS-18-02-pstm-filtered_depth"       582501.00      6819995.0058250088       1       1407.6185
"NNSIS-18-02-pstm-filtered_depth"       582500.00      6819997.0058249952       2       1407.8060
"NNSIS-18-02-pstm-filtered_depth"       582498.00      6819999.0058249812       3       1409.4058
"NNSIS-18-02-pstm-filtered_depth"       582497.00      6820001.0058249676       4       1410.6705
"NNSIS-18-02-pstm-filtered_depth"       582495.00      6820003.0058249536       5       1412.2703
"NNSIS-18-02-pstm-filtered_depth"       582494.00      6820005.0058249400       6       1413.5350
"NNSIS-18-02-pstm-filtered_depth"       582493.00      6820007.0058249264       7       1416.1748
"NNSIS-18-02-pstm-filtered_depth"       582491.00      6820009.0058249124       8       1416.7632
"NNSIS-18-02-pstm-filtered_depth"       582490.00      6820011.0058248988       9       1418.3196
"NNSIS-18-02-pstm-filtered_depth"       582489.00      6820014.0058248848      10       1420.1903
"NNSIS-18-02-pstm-filtered_depth"       582487.00      6820016.0058248712      11       1422.0640
"NNSIS-18-02-pstm-filtered_depth"       582486.00      6820018.0058248580      12       1423.9609
"NNSIS-18-02-pstm-filtered_depth"       582485.00      6820020.0058248448      13       1425.5325
"NNSIS-18-02-pstm-filtered_depth"       582483.00      6820022.0058248324      14       1428.0725
"NNSIS-18-02-pstm-filtered_depth"       582482.00      6820024.0058248200      15       1429.6547
"NNSIS-18-02-pstm-filtered_depth"       582481.00      6820026.0058248076      16       1430.8092
"NNSIS-18-02-pstm-filtered_depth"       582480.00      6820028.0058247956      17       1432.3513
"NNSIS-18-02-pstm-filtered_depth"       582478.00      6820031.0058247832      18       1435.0164
"NNSIS-18-02-pstm-filtered_depth"       582477.00      6820033.0058247712      19       1437.3904
"NNSIS-18-02-pstm-filtered_depth"       582476.00      6820035.0058247592      20       1437.9297
"NNSIS-18-02-pstm-filtered_depth"       582475.00      6820037.0058247480      21       1438.4690
"NNSIS-18-02-pstm-filtered_depth"       582474.00      6820039.0058247356      22       1439.9844
"NNSIS-18-02-pstm-filtered_depth"       582472.00      6820041.0058247244      23       1441.0033
"NNSIS-18-02-pstm-filtered_depth"       582471.00      6820044.0058247124      24       1442.9015
"NNSIS-18-02-pstm-filtered_depth"       582470.00      6820046.0058247012      25       1443.2942
"NNSIS-18-02-pstm-filtered_depth"       582469.00      6820048.0058246892      26       1447.9045
"NNSIS-18-02-pstm-filtered_depth"       582468.00      6820050.0058246788      27       1448.5748
"NNSIS-18-02-pstm-filtered_depth"       582467.00      6820052.0058246676      28       1449.2450
"NNSIS-18-02-pstm-filtered_depth"       582466.00      6820055.0058246568      29       1450.1974
"NNSIS-18-02-pstm-filtered_depth"       582465.00      6820057.0058246456      30       1450.8677
"NNSIS-18-02-pstm-filtered_depth"       582464.00      6820059.0058246356      31       1451.3967
"NNSIS-18-02-pstm-filtered_depth"       582462.00      6820061.0058246244      32       1452.1023
"NNSIS-18-02-pstm-filtered_depth"       582461.00      6820064.0058246144      33       1452.8783
"NNSIS-18-02-pstm-filtered_depth"       582460.00      6820066.0058246032      34       1453.4427
"NNSIS-18-02-pstm-filtered_depth"       582459.00      6820068.0058245932      35       1453.9718
"NNSIS-18-02-pstm-filtered_depth"       582458.00      6820070.0058245820      36       1454.5363
"NNSIS-18-02-pstm-filtered_depth"       582457.00      6820073.0058245720      37       1455.3123
"NNSIS-18-02-pstm-filtered_depth"       582456.00      6820075.0058245612      38       1455.8766
"NNSIS-18-02-pstm-filtered_depth"       582455.00      6820077.0058245512      39       1456.4058
"NNSIS-18-02-pstm-filtered_depth"       582454.00      6820079.0058245400      40       1456.9701
"NNSIS-18-02-pstm-filtered_depth"       582453.00      6820082.0058245308      41       1457.7462
"NNSIS-18-02-pstm-filtered_depth"       582452.00      6820084.0058245192      42       1458.2753
"NNSIS-18-02-pstm-filtered_depth"       582451.00      6820086.0058245092      43       1458.8397
"NNSIS-18-02-pstm-filtered_depth"       582450.00      6820089.0058244988      44       1459.6157
"NNSIS-18-02-pstm-filtered_depth"       582449.00      6820091.0058244892      45       1460.1449
"NNSIS-18-02-pstm-filtered_depth"       582448.00      6820093.0058244780      46       1460.7092
"NNSIS-18-02-pstm-filtered_depth"       582447.00      6820095.0058244688      47       1461.2737
"NNSIS-18-02-pstm-filtered_depth"       582446.00      6820098.0058244580      48       1462.0497
"NNSIS-18-02-pstm-filtered_depth"       582445.00      6820100.0058244488      49       1462.5789
"NNSIS-18-02-pstm-filtered_depth"       582444.00      6820102.0058244380      50       1463.1432
"NNSIS-18-02-pstm-filtered_depth"       582443.00      6820105.0058244280      51       1463.9192
"NNSIS-18-02-pstm-filtered_depth"       582442.00      6820107.0058244176      52       1464.4484
"NNSIS-18-02-pstm-filtered_depth"       582441.00      6820109.0058244080      53       1465.0127
"NNSIS-18-02-pstm-filtered_depth"       582440.00      6820111.0058243976      54       1465.5771
"NNSIS-18-02-pstm-filtered_depth"       582439.00      6820114.0058243876      55       1466.3531
"NNSIS-18-02-pstm-filtered_depth"       582438.00      6820116.0058243768      56       1466.8823
"NNSIS-18-02-pstm-filtered_depth"       582437.00      6820118.0058243668      57       1467.4467
"NNSIS-18-02-pstm-filtered_depth"       582436.00      6820120.0058243564      58       1467.9758
"NNSIS-18-02-pstm-filtered_depth"       582435.00      6820123.0058243456      59       1468.7518
"NNSIS-18-02-pstm-filtered_depth"       582434.00      6820125.0058243352      60       1469.3163
"NNSIS-18-02-pstm-filtered_depth"       582433.00      6820127.0058243248      61       1469.8806
"NNSIS-18-02-pstm-filtered_depth"       582431.00      6820130.0058243136      62       1470.7625
"NNSIS-18-02-pstm-filtered_depth"       582430.00      6820132.0058243036      63       1471.2916
"NNSIS-18-02-pstm-filtered_depth"       582429.00      6820134.0058242932      64       1471.8560
"NNSIS-18-02-pstm-filtered_depth"       582428.00      6820136.0058242824      65       1472.3851
"NNSIS-18-02-pstm-filtered_depth"       582427.00      6820139.0058242720      66       1473.1964
"NNSIS-18-02-pstm-filtered_depth"       582426.00      6820141.0058242612      67       1473.7256
"NNSIS-18-02-pstm-filtered_depth"       582425.00      6820143.0058242500      68       1474.2899
"NNSIS-18-02-pstm-filtered_depth"       582424.00      6820145.0058242400      69       1474.8191
"NNSIS-18-02-pstm-filtered_depth"       582423.00      6820148.0058242288      70       1475.5951
"NNSIS-18-02-pstm-filtered_depth"       582422.00      6820150.0058242180      71       1476.1595
"NNSIS-18-02-pstm-filtered_depth"       582421.00      6820152.0058242076      72       1476.6886
"NNSIS-18-02-pstm-filtered_depth"       582420.00      6820154.0058241968      73       1477.2531
"NNSIS-18-02-pstm-filtered_depth"       582419.00      6820157.0058241864      74       1478.0291
"NNSIS-18-02-pstm-filtered_depth"       582418.00      6820159.0058241756      75       1478.5934
"NNSIS-18-02-pstm-filtered_depth"       582417.00      6820161.0058241648      76       1479.1226
"NNSIS-18-02-pstm-filtered_depth"       582415.00      6820163.0058241544      77       1479.8280
"NNSIS-18-02-pstm-filtered_depth"       582414.00      6820166.0058241436      78       1480.6041
"NNSIS-18-02-pstm-filtered_depth"       582413.00      6820168.0058241336      79       1481.1685
"NNSIS-18-02-pstm-filtered_depth"       582412.00      6820170.0058241224      80       1481.6976
"NNSIS-18-02-pstm-filtered_depth"       582411.00      6820172.0058241124      81       1482.2620
